dataset,model_id,item_block,RMSSE,WAPE,MAE,nodes
Favorita,mage_native,item_block_23,0.6303268953133482,0.697678470516001,2.5214610077716686,3
Favorita,mage_native,item_block_24,0.19176203424191257,0.6666915495756394,2.2379744653959595,3
Favorita,mage_native,item_block_25,0.597536716103603,0.30496796302780166,4.15440702753723,3
Favorita,mage_native,item_block_26,0.6086895477032068,0.710631735766453,1.4714273278793644,3
Favorita,mage_native,item_block_27,0.5505759863412562,0.6267007827116053,6.0556077137195246,3
Favorita,mage_native,item_block_28,0.7026918793746739,0.41271693288143146,3.796381321533647,3
Favorita,mage_native,item_block_29,0.8661255612595258,0.3903226903251718,4.362322049481528,3
Favorita,mage_no_graph,item_block_00,0.5637068355536494,0.5749621658344602,12.649261758441016,3
Favorita,mage_no_graph,item_block_01,1.4653350831820238,0.587533774989544,5.552233178148826,3
Favorita,mage_no_graph,item_block_02,0.7614726430800148,0.6370221678973714,1.4742525956302723,3
Favorita,mage_no_graph,item_block_03,0.5861231863286483,0.3114087379220794,81.46424438587573,3
Favorita,mage_no_graph,item_block_04,0.5092007834935512,0.7264283449816197,3.267408489865601,3
Favorita,mage_no_graph,item_block_05,0.5576421972364259,0.6422676617942278,4.391378905407335,3
Favorita,mage_no_graph,item_block_06,1.3404110503087556,0.5834863349911922,11.198673120251408,3
Favorita,mage_no_graph,item_block_07,2.5195862092935952,0.6788688527216988,11.913830268004585,3
Favorita,mage_no_graph,item_block_08,1.2941387853738446,0.7045835384663178,8.853519084907713,3
Favorita,mage_no_graph,item_block_09,0.8552643262942362,0.5121866945285249,4.136805984078261,3
Favorita,mage_no_graph,item_block_10,1.0739205252027648,0.7957788538229671,4.496812862831922,3
Favorita,mage_no_graph,item_block_11,0.3920846660883115,0.955364925650624,4.293663605311566,3
Favorita,mage_no_graph,item_block_12,1.046532353368464,0.3313280500172138,28.115583591991,3
Favorita,mage_no_graph,item_block_13,0.6775963893829522,0.37082799937689825,22.383561173444075,3
Favorita,mage_no_graph,item_block_14,0.3922055568466324,1.3620626281100452,0.9705043984375336,3
Favorita,mage_no_graph,item_block_15,0.8285087562606002,0.5736110006980186,1.8174161170880314,3
Favorita,mage_no_graph,item_block_16,0.408925259884348,1.7493135311500103,1.6846906299086175,3
Favorita,mage_no_graph,item_block_17,0.19137353967030205,0.46162916048108243,4.196771574398828,3
Favorita,mage_no_graph,item_block_18,0.6882056571244879,0.4683100186922386,21.632878277352248,3
Favorita,mage_no_graph,item_block_19,0.46277787410775384,0.4345752734249709,3.433411786795924,3
Favorita,mage_no_graph,item_block_20,0.3398563017667631,0.8431024792747709,2.88408911267601,3
Favorita,mage_no_graph,item_block_21,0.5121740622175698,0.5824266030943066,1.7392537099501444,3
Favorita,mage_no_graph,item_block_22,0.49815572059814145,0.6185927772456487,5.329399077980606,3
Favorita,mage_no_graph,item_block_23,0.6242465442511057,0.6949801041999129,2.5016783605176935,3
Favorita,mage_no_graph,item_block_24,0.1863441215470281,0.6679389944268821,2.1533755511784602,3
Favorita,mage_no_graph,item_block_25,0.5854212435001531,0.3014728402441436,4.106722161252663,3
Favorita,mage_no_graph,item_block_26,0.5957122511384503,0.6948820810130061,1.4380324089889802,3
Favorita,mage_no_graph,item_block_27,0.5427824397837981,0.6218351347168969,6.011112660958023,3
Favorita,mage_no_graph,item_block_28,0.7004419586670225,0.4106938527767681,3.7874788764923335,3
Favorita,mage_no_graph,item_block_29,0.8380653438907203,0.3779120236139364,4.210781097096741,3
Favorita,mage_placebo,item_block_00,0.5620025061024653,0.5792001322480618,12.772192806163162,3
Favorita,mage_placebo,item_block_01,1.472043821348087,0.5911428919278178,5.575484062628771,3
Favorita,mage_placebo,item_block_02,0.7747169590456624,0.6474244951860252,1.4957343764583428,3
Favorita,mage_placebo,item_block_03,0.5961751192354692,0.3176349205992227,82.97750236622241,3
Favorita,mage_placebo,item_block_04,0.5056235548907603,0.719412758656717,3.2597704991382894,3
Favorita,mage_placebo,item_block_05,0.5666846072972894,0.6571154163772818,4.537952173954595,3
Favorita,mage_placebo,item_block_06,1.3412453562413555,0.5899499703920671,11.269030481419236,3
Favorita,mage_placebo,item_block_07,2.5214028651206726,0.6886415308987389,11.984876405940485,3
Favorita,mage_placebo,item_block_08,1.2761887784930503,0.6990073040642554,8.734613178071207,3
Favorita,mage_placebo,item_block_09,0.8375352753329471,0.5136882625606092,4.111685387041203,3
Favorita,mage_placebo,item_block_10,1.0679307257375361,0.790629455445255,4.464238935825292,3
Favorita,mage_placebo,item_block_11,0.395374956451559,0.9594968208825756,4.311130846283896,3
Favorita,mage_placebo,item_block_12,1.0107962125329133,0.31964963749069164,27.019330769619614,3
Favorita,mage_placebo,item_block_13,0.6673549209747525,0.3613737858407521,21.749532169765896,3
Favorita,mage_placebo,item_block_14,0.38763067385413125,1.356450857525958,0.9544802310571036,3
Favorita,mage_placebo,item_block_15,0.839840944276621,0.5824279202866253,1.8392784503638429,3
Favorita,mage_placebo,item_block_16,0.4024608898267261,2.071170017940672,1.6006803062817427,3
Favorita,mage_placebo,item_block_17,0.1859926926578714,0.44371768187356764,4.067408035987269,3
Favorita,mage_placebo,item_block_18,0.6941627004152635,0.47946385413177056,22.06536104222612,3
Favorita,mage_placebo,item_block_19,0.46100777567006124,0.43677348094038443,3.4455347121077238,3
Favorita,mage_placebo,item_block_20,0.33890549891549027,0.7955924211576257,2.8290661259224175,3
Favorita,mage_placebo,item_block_21,0.5207012714649667,0.5933862328527141,1.7690391637503156,3
Favorita,mage_placebo,item_block_22,0.49980823532897956,0.6266056273258052,5.421664898042326,3
Favorita,mage_placebo,item_block_23,0.6276185664005313,0.6961271087373249,2.5142377039033272,3
Favorita,mage_placebo,item_block_24,0.19368496678452396,0.6777041081528246,2.2780751791147016,3
Favorita,mage_placebo,item_block_25,0.5880172536819389,0.30035054738861333,4.09416342033911,3
Favorita,mage_placebo,item_block_26,0.6085471314977156,0.7109031319180034,1.4712613907953103,3
Favorita,mage_placebo,item_block_27,0.5476638230175972,0.622534454677745,6.026254073652641,3
Favorita,mage_placebo,item_block_28,0.696767814001024,0.40822577645474706,3.750752095822935,3
Favorita,mage_placebo,item_block_29,0.8607308166789869,0.3867845093198082,4.316566144978559,3
Favorita,metadata_embedding_tcn,item_block_00,0.5467333352800573,0.5581982543377344,12.297935399428876,3
Favorita,metadata_embedding_tcn,item_block_01,1.4517413874016851,0.5728129972837949,5.48204146617304,3
Favorita,metadata_embedding_tcn,item_block_02,0.7813254712448109,0.6430422344530261,1.4868636620107782,3
Favorita,metadata_embedding_tcn,item_block_03,0.6164547802427968,0.3500825261080067,85.03326304753621,3
Favorita,metadata_embedding_tcn,item_block_04,0.5078317953841113,0.7222766307090394,3.3309735583249855,3
Favorita,metadata_embedding_tcn,item_block_05,0.5683701522620547,0.6405739785873311,4.559147490710808,3
Favorita,metadata_embedding_tcn,item_block_06,1.323956494268947,0.5671688539701094,10.950763483526844,3
Favorita,metadata_embedding_tcn,item_block_07,2.508045217354303,0.6905135658119432,12.052215696011901,3
Favorita,metadata_embedding_tcn,item_block_08,1.2679767706434522,0.6874888773663757,8.64200285408232,3
Favorita,metadata_embedding_tcn,item_block_09,0.8499454194801656,0.5177359039100553,4.2166241233941735,3
Favorita,metadata_embedding_tcn,item_block_10,1.1089773568764436,0.7993828842185136,4.512659470871013,3
Favorita,metadata_embedding_tcn,item_block_11,0.3370047706994434,0.938953147852859,3.7180345687256366,3
Favorita,metadata_embedding_tcn,item_block_12,1.0554919951635928,0.34695011693167843,29.756422313432843,3
Favorita,metadata_embedding_tcn,item_block_13,0.6617250140216951,0.37195772444924036,22.382546400897716,3
Favorita,metadata_embedding_tcn,item_block_14,0.3841562872070242,1.3756027775873045,0.9670763382141198,3
Favorita,metadata_embedding_tcn,item_block_15,0.8447518344483806,0.5836950255069618,1.8621649264343203,3
Favorita,metadata_embedding_tcn,item_block_16,0.39163459060810046,2.207171037682624,1.6218672650398087,3
Favorita,metadata_embedding_tcn,item_block_17,0.18461586395723092,0.45694588848701206,4.1397202314523165,3
Favorita,metadata_embedding_tcn,item_block_18,0.7209999063717843,0.5277613775854685,23.996551433095224,3
Favorita,metadata_embedding_tcn,item_block_19,0.46456817264226224,0.4412503230869556,3.506664319013162,3
Favorita,metadata_embedding_tcn,item_block_20,0.3317974362215438,0.7432463173110464,2.7354049960141458,3
Favorita,metadata_embedding_tcn,item_block_21,0.5350885421106913,0.6096226933885918,1.8167941347552985,3
Favorita,metadata_embedding_tcn,item_block_22,0.4906536129432119,0.629390000169883,5.466534635377308,3
Favorita,metadata_embedding_tcn,item_block_23,0.6228097164196909,0.7001789871206049,2.528964661140606,3
Favorita,metadata_embedding_tcn,item_block_24,0.1660715782429138,0.5754506326875886,1.8840856332942921,3
Favorita,metadata_embedding_tcn,item_block_25,0.5673637153215373,0.29092194435118923,3.9676779363521195,3
Favorita,metadata_embedding_tcn,item_block_26,0.6065817170610649,0.7108432890519175,1.4780767435434632,3
Favorita,metadata_embedding_tcn,item_block_27,0.5853544236013017,0.6543354253275594,6.502917133626483,3
Favorita,metadata_embedding_tcn,item_block_28,0.6741922635196339,0.38537493976279075,3.5615883378124744,3
Favorita,metadata_embedding_tcn,item_block_29,0.8393926940073899,0.3762084980788793,4.128460101980381,3
Favorita,mixlinear,item_block_00,0.5965393895547079,0.5847487594915047,13.086209592365083,3
