dataset,model_id,forecast_origin,RMSSE,WAPE,MAE,seeds
Favorita,semantic_knn_tcn,2017-03-29,0.8524038051610444,0.39837906999297185,8.88385346015255,3
Favorita,semantic_knn_tcn,2017-04-26,0.7037993932025349,0.3939852428661681,8.348578781125545,3
Favorita,semantic_placebo_tcn,2017-03-01,0.6791565350315144,0.4494704503095012,10.195131418233117,3
Favorita,semantic_placebo_tcn,2017-03-29,0.8782193707560401,0.45664693976871296,10.183226985303024,3
Favorita,semantic_placebo_tcn,2017-04-26,0.704925410890085,0.4139937540578109,8.772560732229243,3
Favorita,tcn_business,2017-03-01,0.7004214014240308,0.5312674048526964,12.050494102487173,3
Favorita,tcn_business,2017-03-29,0.9284501575318155,0.5657894154184876,12.617104246897043,3
Favorita,tcn_business,2017-04-26,0.7448977205550603,0.4607430381359981,9.763181797751082,3
Favorita,tcn_no_graph,2017-03-01,0.7126903893218834,0.4908841001020214,11.134498181615873,3
Favorita,tcn_no_graph,2017-03-29,0.9805701884907365,0.761689787822927,16.985682649525106,3
Favorita,tcn_no_graph,2017-04-26,0.7551596014804982,0.5497365948495762,11.648962376310081,3
Favorita,tcn_stat_confidence,2017-03-01,0.6739938945125781,0.4537548034507661,10.292311429259954,3
Favorita,tcn_stat_confidence,2017-03-29,0.9243184239833879,0.5364112954350783,11.961972156569125,3
Favorita,tcn_stat_confidence,2017-04-26,0.7401370159824131,0.48384355883258573,10.252683677358268,3
Favorita,tcn_stat_equal,2017-03-01,0.6720608427268912,0.4542726079553459,10.304056550589976,3
Favorita,tcn_stat_equal,2017-03-29,0.9178230820003401,0.5253056647528486,11.71431658679925,3
Favorita,tcn_stat_equal,2017-04-26,0.7314450039097483,0.4807008177462159,10.186088742590238,3
Favorita,tcn_stat_placebo,2017-03-01,0.7191281441878483,0.5057426186984015,11.471527122375038,3
Favorita,tcn_stat_placebo,2017-03-29,0.9192237205780328,0.5043933606789587,11.247972195489067,3
Favorita,tcn_stat_placebo,2017-04-26,0.7555846732723323,0.5169008532485164,10.953170387760279,3
Favorita,tcn_target_only,2017-03-01,0.695303989256813,0.42941204270287153,9.740155787578729,3
Favorita,tcn_target_only,2017-03-29,0.8725557891031728,0.4305664801362672,9.601632722451415,3
Favorita,tcn_target_only,2017-04-26,0.7030207483339632,0.4286740834456711,9.08363808511643,3
Favorita,timemixerpp,2017-03-01,0.6853706609009659,0.42491444939157647,9.63813894788917,3
Favorita,timemixerpp,2017-03-29,0.853458021483207,0.41288111581909304,9.207249089330434,3
Favorita,timemixerpp,2017-04-26,0.6983212263835753,0.37610328133919796,7.969658587356566,3
M5,dlinear,2015-12-07,0.5781011723943515,1.0219047862861539,1.8560548600302171,3
M5,dlinear,2016-01-04,0.6291464198192844,0.8175837993816181,3.6096973946702384,3
M5,dlinear,2016-02-01,0.7719193982504701,0.6881530972839563,3.7646344064128776,3
M5,global_lightgbm,2015-12-07,0.8682462922492474,2.3903127108443316,4.341452925451218,1
M5,global_lightgbm,2016-01-04,0.6898504803326487,0.6847011085807758,3.0230097632086466,1
M5,global_lightgbm,2016-02-01,0.7607686104369061,0.6570037716420902,3.594227815916141,1
M5,gts_native,2015-12-07,0.5985361714782284,1.0908582664400248,1.9812929875672298,3
M5,gts_native,2016-01-04,0.6815570587600939,0.9492047100752575,4.190814166766636,3
M5,gts_native,2016-02-01,0.7719966669975179,0.7482399436730983,4.093347610178448,3
M5,gts_no_graph,2015-12-07,0.5350135483708995,0.9100362184058884,1.6528713522463079,3
M5,gts_no_graph,2016-01-04,0.6110610183968783,0.8704774040416274,3.843226859271132,3
M5,gts_no_graph,2016-02-01,0.7433544540047095,0.5942733155841305,3.2510523886197356,3
M5,gts_placebo,2015-12-07,0.5639540427346601,0.8897987900254146,1.6161147210961586,3
M5,gts_placebo,2016-01-04,0.6747570322167856,0.9491689238066051,4.19065616754892,3
M5,gts_placebo,2016-02-01,0.7422469083144739,0.6941355891960731,3.7973624359419635,3
M5,itransformer,2015-12-07,0.5825844185931975,1.01699447171495,1.8471364036862734,3
M5,itransformer,2016-01-04,0.6397631896717636,0.8407232333173228,3.711859832887621,3
M5,itransformer,2016-02-01,0.8034507712904441,0.8016914878098514,4.38576149733136,3
M5,mage_native,2015-12-07,0.5518336155339466,1.00518498962836,1.8256871973459114,3
M5,mage_native,2016-01-04,0.5996294473538774,0.7378891794622088,3.2578393195592725,3
M5,mage_native,2016-02-01,0.7636010783590906,0.6625414554606971,3.6245224627289576,3
M5,mage_no_graph,2015-12-07,0.5630470866026758,1.0443895807843695,1.8968933145176077,3
M5,mage_no_graph,2016-01-04,0.6054669653852146,0.7885374179150805,3.481455314061913,3
M5,mage_no_graph,2016-02-01,0.771790724177185,0.6728804434156008,3.6810832919051113,3
M5,mage_placebo,2015-12-07,0.5529320356665001,1.0060085406560808,1.8271829882532415,3
M5,mage_placebo,2016-01-04,0.597575169150618,0.7354590580194316,3.2471101404251463,3
M5,mage_placebo,2016-02-01,0.7554273847515202,0.6448686593846077,3.527841046299742,3
M5,metadata_embedding_tcn,2015-12-07,0.5437457458719925,0.94993951156702,1.725346500808915,3
M5,metadata_embedding_tcn,2016-01-04,0.5878310647767035,0.8108298661643395,3.579878243218575,3
M5,metadata_embedding_tcn,2016-02-01,0.7432468924805725,0.5527794401408728,3.0240545421148894,3
M5,mixlinear,2015-12-07,0.608114494390935,1.286528997894222,2.3366838389997757,3
M5,mixlinear,2016-01-04,0.6354739124896008,0.8422378834821043,3.7185471336362226,3
M5,mixlinear,2016-02-01,0.7765227410199854,0.7256270083057178,3.9696404949303656,3
M5,mtgnn_native,2015-12-07,0.5686290130533903,1.286950678174292,2.3374497241817482,3
M5,mtgnn_native,2016-01-04,0.5561389502292317,0.710508286363452,3.1369505023431263,3
M5,mtgnn_native,2016-02-01,0.737307312691461,0.5883523817870644,3.2186611210682217,3
M5,mtgnn_no_graph,2015-12-07,0.5590037956305202,1.1402228823776968,2.0709524514959807,3
M5,mtgnn_no_graph,2016-01-04,0.5595145832997733,0.707885528298719,3.1253708172267167,3
M5,mtgnn_no_graph,2016-02-01,0.7343832175718791,0.5759424414781354,3.1507708674997694,3
M5,mtgnn_placebo,2015-12-07,0.557927706909534,1.1920191658235133,2.1650284798219603,3
M5,mtgnn_placebo,2016-01-04,0.5649212834849499,0.716133817483464,3.161787668934371,3
M5,mtgnn_placebo,2016-02-01,0.7419050021640455,0.5930441825207359,3.244328250286598,3
M5,nlinear,2015-12-07,0.6027471764829695,0.9614949871692765,1.746334362828306,3
M5,nlinear,2016-01-04,0.6617958987523846,0.8452487534296097,3.731840363533172,3
M5,nlinear,2016-02-01,0.7890443520986624,0.7136923182492051,3.904350162017598,3
M5,patchtst,2015-12-07,0.5553377128795639,0.8956087324897605,1.6266671444649103,3
M5,patchtst,2016-01-04,0.593910618416354,0.8139400736870677,3.593610056398052,3
M5,patchtst,2016-02-01,0.7707617301765378,0.7015057716337024,3.8376820138029792,3
M5,seasonal_naive,2015-12-07,0.7920674157770485,1.3893379678245867,2.5234126721109664,1
M5,seasonal_naive,2016-01-04,0.6639441430569958,0.900772973272503,3.976984203051007,1
M5,seasonal_naive,2016-02-01,0.8666454011604331,0.5151603126480464,2.8182540272909495,1
M5,semantic_knn_tcn,2015-12-07,0.5416601670767012,0.8952436399124709,1.626004037821774,3
M5,semantic_knn_tcn,2016-01-04,0.5974118268282532,0.797455854515109,3.520830919821229,3
M5,semantic_knn_tcn,2016-02-01,0.7262993580094165,0.5161866430024554,2.823868706030032,3
M5,semantic_placebo_tcn,2015-12-07,0.54202186997193,0.9115995767427773,1.6557108328692498,3
M5,semantic_placebo_tcn,2016-01-04,0.6244319951575559,0.841937507669931,3.717220950574077,3
M5,semantic_placebo_tcn,2016-02-01,0.7291258965737049,0.5571969945879269,3.0482213700042355,3
M5,tcn_business,2015-12-07,0.5509552526001605,0.9200357282680397,1.6710331605934592,3
M5,tcn_business,2016-01-04,0.5666742238776876,0.7373501164218461,3.255459313431666,3
M5,tcn_business,2016-02-01,0.7903764297343203,0.6839155934177127,3.741452569529296,3
M5,tcn_no_graph,2015-12-07,0.5256187353687783,0.8347778609527018,1.5161818661186202,3
M5,tcn_no_graph,2016-01-04,0.5906895749839992,0.7823591345585,3.4541777024548206,3
M5,tcn_no_graph,2016-02-01,0.7835380835466927,0.6496600876415943,3.554053201332255,3
M5,tcn_stat_confidence,2015-12-07,0.5458928246318736,0.9826831211639,1.7848177319282923,3
M5,tcn_stat_confidence,2016-01-04,0.5941741743298096,0.8005977897146971,3.5347028132133858,3
M5,tcn_stat_confidence,2016-02-01,0.8192581793197378,0.7194247982665264,3.935710467729304,3
M5,tcn_stat_equal,2015-12-07,0.5316659618167092,0.8650782168413788,1.5712154891748453,3
M5,tcn_stat_equal,2016-01-04,0.6674406930589187,1.0625020567830015,4.691030948879148,3
M5,tcn_stat_equal,2016-02-01,0.8201905069486016,0.7170954363507268,3.9229673789488895,3
M5,tcn_stat_placebo,2015-12-07,0.5341627633964533,0.8302901365595695,1.5080309475769618,3
M5,tcn_stat_placebo,2016-01-04,0.5890626253967759,0.7842697093066023,3.462613041677251,3
M5,tcn_stat_placebo,2016-02-01,0.8159187905758148,0.6736961292252023,3.685545611228774,3
M5,tcn_target_only,2015-12-07,0.5430591267473837,0.8770059899432395,1.5928795439205945,3
M5,tcn_target_only,2016-01-04,0.6646605837916848,0.9054426057862689,3.99760100139236,3
M5,tcn_target_only,2016-02-01,0.7777054598450173,0.7034399501113646,3.848263198242735,3
M5,timemixerpp,2015-12-07,0.5634554975589476,1.0175689858012922,1.8481798763037043,3
M5,timemixerpp,2016-01-04,0.5637503286673611,0.7433426359062182,3.2819167627923425,3
M5,timemixerpp,2016-02-01,0.7666073161103363,0.688249972262351,3.7651643740584846,3
Store Item,dlinear,2017-05-22,0.810524037829594,0.1311822309123075,8.33918161871572,3
Store Item,dlinear,2017-06-19,0.8619457456622514,0.13389197182691195,9.032926383094182,3
Store Item,dlinear,2017-07-17,0.8081783676562985,0.12755690773071088,8.358115904797954,3
Store Item,global_lightgbm,2017-05-22,0.7772073251264373,0.12673190265359324,8.056276721046084,1
Store Item,global_lightgbm,2017-06-19,0.7962341592565704,0.12416119893676726,8.376446730371505,1
Store Item,global_lightgbm,2017-07-17,0.8483119008238432,0.1351414206415463,8.85508811208937,1
Store Item,gts_native,2017-05-22,1.2204460461687603,0.2184520730204936,13.886877050601617,3
Store Item,gts_native,2017-06-19,1.3561806656600952,0.2447737330586214,16.513485320030696,3
Store Item,gts_native,2017-07-17,1.4191717598194244,0.272820077775646,17.876427641369048,3
Store Item,gts_no_graph,2017-05-22,1.0195812227910188,0.18227318323431155,11.587005104589714,3
Store Item,gts_no_graph,2017-06-19,1.1126711092170767,0.19146603351475608,12.9171193911285,3
Store Item,gts_no_graph,2017-07-17,1.1731200757368991,0.20284105044293058,13.291079566087673,3
Store Item,gts_placebo,2017-05-22,1.4604555187183357,0.28249674530597524,17.958161325807925,3
Store Item,gts_placebo,2017-06-19,2.0336792352562867,0.3849099888678183,25.967677868358674,3
Store Item,gts_placebo,2017-07-17,1.5690934696517271,0.3051796077702265,19.996773039600836,3
Store Item,itransformer,2017-05-22,0.8420085462622645,0.14079875742827033,8.950498872585397,3
Store Item,itransformer,2017-06-19,0.8315484086935112,0.1288207756211519,8.690801748018416,3
Store Item,itransformer,2017-07-17,1.0314110953528381,0.173672623167716,11.379829910823277,3
Store Item,mage_native,2017-05-22,0.9815490596547237,0.1642023009150393,10.438249144100007,3
Store Item,mage_native,2017-06-19,0.9020680849765981,0.14153276711128818,9.548407187285248,3
Store Item,mage_native,2017-07-17,0.8986851716329367,0.14340696689829327,9.396684759886808,3
Store Item,mage_no_graph,2017-05-22,0.8531221261778709,0.14087899331993428,8.955599423691078,3
Store Item,mage_no_graph,2017-06-19,0.8781665374050553,0.1366305315058939,9.217681358604835,3
Store Item,mage_no_graph,2017-07-17,0.8941876157381651,0.1431827474675589,9.381992870411546,3
Store Item,mage_placebo,2017-05-22,0.9814845461217988,0.16418090646719372,10.436889110923444,3
Store Item,mage_placebo,2017-06-19,0.9022078483970747,0.14155707698968337,9.550047235892563,3
Store Item,mage_placebo,2017-07-17,0.8987788588392961,0.14341795861614906,9.397404987849887,3
Store Item,mixlinear,2017-05-22,0.688272364680866,0.10987118488881198,6.984450249697166,3
Store Item,mixlinear,2017-06-19,0.7048179017642688,0.10618235893422394,7.163517112706704,3
Store Item,mixlinear,2017-07-17,0.7006936047042714,0.10964026471689126,7.184134960931445,3
Store Item,mtgnn_native,2017-05-22,0.7186563135959588,0.11632815668974235,7.3949163637464,3
Store Item,mtgnn_native,2017-06-19,1.0354573445075121,0.17461250944998977,11.780108410593064,3
Store Item,mtgnn_native,2017-07-17,1.181792493582033,0.21225816853191318,13.90813250251548,3
Store Item,mtgnn_no_graph,2017-05-22,0.8088817330285027,0.13286870185819255,8.446389640828288,3
Store Item,mtgnn_no_graph,2017-06-19,1.1242713501309547,0.19215485688324666,12.963590368391976,3
Store Item,mtgnn_no_graph,2017-07-17,1.1725408935406552,0.19788623445240786,12.966417208928911,3
Store Item,mtgnn_placebo,2017-05-22,0.7311807894015224,0.11864261674864666,7.542045305267213,3
Store Item,mtgnn_placebo,2017-06-19,0.7603689217027387,0.11689432565692459,7.886192307522688,3
Store Item,mtgnn_placebo,2017-07-17,1.1819940291532198,0.21397668651522547,14.020737713354606,3
Store Item,nlinear,2017-05-22,0.7213200200839557,0.11467853947676122,7.29005111298233,3
Store Item,nlinear,2017-06-19,0.7763064705977888,0.11834213417842514,7.9838676768005215,3
Store Item,nlinear,2017-07-17,0.8119639340329474,0.12832772642415555,8.408623494673028,3
Store Item,patchtst,2017-05-22,0.6812724740493543,0.10808501593169695,6.870904480338727,3
Store Item,patchtst,2017-06-19,0.7844248941044861,0.12032548246333462,8.117672854251962,3
Store Item,patchtst,2017-07-17,0.7745976949920341,0.12324617592960478,8.07565690928666,3
Store Item,seasonal_naive,2017-05-22,0.8877201483509353,0.14379350315951786,9.140873196768382,1
Store Item,seasonal_naive,2017-06-19,0.9305551280262089,0.139015348854143,9.378571360073392,1
Store Item,seasonal_naive,2017-07-17,1.008393053804831,0.15758045285243555,10.325396818584865,1
Store Item,tcn_business,2017-05-22,0.7748390390157196,0.12396438182329124,7.880346957716362,3
Store Item,tcn_business,2017-06-19,1.1148690447796752,0.18822479193380348,12.698451339630852,3
Store Item,tcn_business,2017-07-17,0.8301080745087378,0.13667761595742672,8.955746702290087,3
Store Item,tcn_no_graph,2017-05-22,0.7572473150600619,0.12270815677125656,7.800489428308275,3
Store Item,tcn_no_graph,2017-06-19,0.8302760520161451,0.12950228201925304,8.736779091093275,3
Store Item,tcn_no_graph,2017-07-17,0.9171348584894295,0.15293530779975198,10.021025527091254,3
Store Item,tcn_stat_confidence,2017-05-22,0.9637107679542513,0.17088374932197317,10.862985111418224,3
Store Item,tcn_stat_confidence,2017-06-19,0.8275404030609522,0.13058164780018303,8.809597733664134,3
Store Item,tcn_stat_confidence,2017-07-17,0.7866109684046956,0.1281183866600798,8.39490658946769,3
Store Item,tcn_stat_equal,2017-05-22,0.9302630357913615,0.16325846442035194,10.378249981920556,3
Store Item,tcn_stat_equal,2017-06-19,0.9126944681281274,0.14736041060405583,9.94156499905561,3
Store Item,tcn_stat_equal,2017-07-17,0.7793787476870452,0.1262913323647523,8.275189579731572,3
Store Item,tcn_stat_placebo,2017-05-22,0.7930007850131187,0.12953267644813307,8.23432035685847,3
Store Item,tcn_stat_placebo,2017-06-19,0.8058803787406247,0.12625359949941403,8.517609041960782,3
Store Item,tcn_stat_placebo,2017-07-17,0.8057068643535805,0.13168259757984213,8.628450099627178,3
Store Item,tcn_target_only,2017-05-22,1.2169645597904066,0.22326228773838377,14.192659730759878,3
Store Item,tcn_target_only,2017-06-19,0.9446348386336446,0.15567809543373953,10.5027116736407,3
Store Item,tcn_target_only,2017-07-17,0.9157835419161285,0.14513194240245206,9.509713097224159,3
Store Item,timemixerpp,2017-05-22,0.6594245921681354,0.10347133310973823,6.577615223738252,3
Store Item,timemixerpp,2017-06-19,0.7325771961187151,0.11124622684023627,7.505147349266779,3
Store Item,timemixerpp,2017-07-17,0.7702290202853511,0.12199298144561904,7.993541836612439,3
