dataset,model_id,seed,RMSSE,WAPE,MAE,origins
Store Item,patchtst,29,0.6997982432401145,0.10885036950179426,7.131938033886057,3
Store Item,patchtst,47,0.8439224122714175,0.13458350029197094,8.844024926644783,3
Store Item,seasonal_naive,13,0.9422227767273249,0.14679643495536546,9.614947125142214,3
Store Item,tcn_business,13,0.9107374580025603,0.15322845434158994,10.087955477376463,3
Store Item,tcn_business,29,0.8251782855028788,0.13343941462107708,8.76904202970878,3
Store Item,tcn_business,47,0.9839004147986937,0.16219892075185444,10.677547492552057,3
Store Item,tcn_no_graph,13,0.9211684458330899,0.15031648119241847,9.859603314172654,3
Store Item,tcn_no_graph,29,0.7877880310007034,0.12526577084868426,8.207355702491034,3
Store Item,tcn_no_graph,47,0.7957017487318433,0.12956349454915886,8.491335029829116,3
Store Item,tcn_stat_confidence,13,0.8548281428913133,0.14422595296309057,9.427490566773388,3
Store Item,tcn_stat_confidence,29,0.9190979601666761,0.1585690687283802,10.323614505232959,3
Store Item,tcn_stat_confidence,47,0.8039360363619096,0.12678876209076526,8.316384362543701,3
Store Item,tcn_stat_equal,13,0.8302784460118525,0.1371145701600586,8.970084836369468,3
Store Item,tcn_stat_equal,29,1.0020743902006926,0.1754125868228413,11.46264784045951,3
Store Item,tcn_stat_equal,47,0.789983415393989,0.12438305040626015,8.16227188387876,3
Store Item,tcn_stat_placebo,13,0.838014925844757,0.13633540692949178,8.92681414172763,3
Store Item,tcn_stat_placebo,29,0.7949884523529135,0.12882357186334048,8.438827686965782,3
Store Item,tcn_stat_placebo,47,0.7715846499096534,0.12230989473455699,8.01473766975302,3
Store Item,tcn_target_only,13,1.1465940652129256,0.2022426643437886,13.148480090766988,3
Store Item,tcn_target_only,29,0.9591888092602856,0.1670227595664898,10.924747384666766,3
Store Item,tcn_target_only,47,0.9716000658669688,0.15480690166429698,10.131857026190985,3
Store Item,timemixerpp,13,0.6940859448455418,0.10793720869395491,7.075445798465185,3
Store Item,timemixerpp,29,0.7426204216447819,0.11570021444382213,7.586697307339421,3
Store Item,timemixerpp,47,0.7255244420818778,0.11307311825781652,7.414161303812865,3
